Column1,EPISODE_ID,EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,END_DATE_TIME,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,FLOOD_CAUSE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
18310,157372,953025,NEW YORK,2021,April,Tornado,4/21/21 13:51,45.00K,,NWS Storm Survey,,SE,AMENIA,1,AMENIA,41.8413,-73.5582,41.8499,-73.5536,"A dynamic storm system brought a variety of weather to eastern New York on Wednesday, April 21st, 2021, including a tornado, severe thunderstorms and high elevation snow. An EF-1 tornado briefly touched down in Amenia, NY (Dutchess County), causing damage to several houses and ripping off the roof of a restaurant. Additional reports of downed trees and power lines were reported south of the Capital District. North of the Capital District, there was light accumulations of snowfall, ranging from a tenth of an inch up to 4 inches in Hamilton County.||Key Impacts: damage to trees and power lines, power outages, structural damage, road closures.","A tornado briefly touched down just south of Amenia, New York |and moved north northeast into the village. The tornado started|near the intersection of Powder House Road and Ohandley Drive and|caused sporadic damage along its path length. One house along|Ohandley drive had partial roof damage and a two by four and a|small branch driven into the side of the home. Nine out of ten |homes on Ohandley Drive sustained damage. The tornado ended near |the intersection of Mechanic Street and East Main Street where it |ripped the roof off a restaurant.",CSV
19077,155665,940315,CALIFORNIA,2021,January,Tornado,1/4/21 13:39,,,Fire Department/Rescue,,SW,HENLEYVILLE,2,HENLEYVILLE,39.96,-122.33,39.9492,-122.334,"A trough from the Gulf of Alaska brought Valley rain, mountain snow, and thunderstorms to northern California. The system hit in two waves, the initial frontal passage followed the trough axis moving over northern California. Clearing behind the cold front allowed for a favorable thunderstorm environment to develop, which would eventually lead to two confirmed tornadoes for interior northern California. Snow levels with this system started around 5,000 and 6,500 feet and dropped down to 4,000 and 4,500 feet.","A possible tornado touchdown was reported by a member of the public in western Corning, with multiple trees knocked down, a barn and other buildings damaged, and a power pole knocked down. Calfire dispatched to the area for power line damage also observed downed trees around the intersection of Apple Rd and Simpson Rd. Tornado track, width, and timing estimated by radar and storm reports.",CSV
19305,155665,940318,CALIFORNIA,2021,January,Tornado,1/4/21 14:50,,,Fire Department/Rescue,,NE,VINA,5,VINA,39.9562,-122.0167,39.9749,-121.9729,"A trough from the Gulf of Alaska brought Valley rain, mountain snow, and thunderstorms to northern California. The system hit in two waves, the initial frontal passage followed the trough axis moving over northern California. Clearing behind the cold front allowed for a favorable thunderstorm environment to develop, which would eventually lead to two confirmed tornadoes for interior northern California. Snow levels with this system started around 5,000 and 6,500 feet and dropped down to 4,000 and 4,500 feet.","A tornado was sited on the ground out in an open field near Vina by Calfire. No damage has been reported. Multiple photos and videos confirm a tornado in clear contact with the ground. Tornado track, width, and duration estimated by radar and reports.",CSV
19451,154811,932899,GEORGIA,2021,January,Tornado,1/1/21 14:05,25.00K,,NWS Storm Survey,,NW,FICKLING MILL,4,FIVE PTS,32.632,-84.256,32.657,-84.216,"A warm and moist airmass ahead of a strong cold front provided marginal instability for scattered thunderstorms. Moderate shear and strong lift ahead the front produced scattered strong to severe thunderstorms across central and parts of north Georgia and a few isolated, brief tornadoes.","A National Weather Service survey found that an EF0 tornado with maximum wind speeds of 75 MPH and a maximum path width of 150 yards touched down north of Butler near the intersection of Jack Peed Road and Hwy 19. Several small to medium-sized trees were snapped or uprooted with debris thrown across the highway. The tornado moved northeast in the area to the northwest of Lt. Peed Road before ending just northeast of the intersection of County Road 108 and E. Old Wire Road. Several trees were snapped or uprooted and minor roof damage occurred to a home near the intersection of Lt. Peed Road and E Old Wire Road. [1/1/21: Tornado #1, County #1/1, EF-0, Taylor, 2021:001].",CSV
19546,158767,959955,MISSOURI,2021,May,Tornado,5/20/21 17:07,5.00K,0.00K,Emergency Manager,,E,OSBORN,5,OSBORN,39.753,-94.2773,39.7657,-94.2767,Within an area of scattered convection an isolated weak tornado formed and damaged power lines and power poles within a narrow south to north path on two west-east roads about a mile apart.,"Emergency management from DeKalb County notified the office that there were power poles and power lines down on two roads that are about a mile apart. The path of damage between these two roads was pretty narrow, and radar indicated some weak rotation, so a tornado was deemed the reason for the damage.",CSV
19697,154811,932912,GEORGIA,2021,January,Tornado,1/1/21 14:20,25.00K,,NWS Storm Survey,,W,CERES,3,CERES,32.774,-84.093,32.782,-84.082,"A warm and moist airmass ahead of a strong cold front provided marginal instability for scattered thunderstorms. Moderate shear and strong lift ahead the front produced scattered strong to severe thunderstorms across central and parts of north Georgia and a few isolated, brief tornadoes.","A National Weather Service survey found that an EF0 tornado with maximum wind speeds of 75 MPH and a maximum path width of 100 yards touched down along W. Hopewell Road just east of Horse Creek and travelled northeast, ending just east of Taylor Road. Multiple trees were blown down along W. Hopewell Road and Taylor Road and part of the roof of a home was blown off in this area.  [1/1/21: Tornado #2, County #1/1, EF-0, Crawford, 2021:002].",CSV
19698,154811,932914,GEORGIA,2021,January,Tornado,1/1/21 14:37,100.00K,,NWS Storm Survey,,E,RUSSELLVILLE,2,RUSSELLVILLE,32.897,-83.959,32.904,-83.94,"A warm and moist airmass ahead of a strong cold front provided marginal instability for scattered thunderstorms. Moderate shear and strong lift ahead the front produced scattered strong to severe thunderstorms across central and parts of north Georgia and a few isolated, brief tornadoes.","A National Weather Service survey found that an EF0 tornado with maximum wind speeds of 85 MPH and a maximum path width of 150 yards touched down in southwest|Monroe county southeast of the intersection of Hardin Road and Treadwell Road. The tornado travelled northeast before ending along Treadwell Road between Hardin Road and Rogers Church Road. Multiple trees were blown down. Up to 10 structures received some damage and a garage completely destroyed. [1/1/21: Tornado #3, County #1/1, EF-0, Monroe, 2021:003].",CSV
19699,154811,932930,GEORGIA,2021,January,Tornado,1/1/21 14:55,45.00K,,NWS Storm Survey,,N,BOLINGBROKE,1,DAMES FERRY,33.0057,-83.7998,33.0312,-83.7509,"A warm and moist airmass ahead of a strong cold front provided marginal instability for scattered thunderstorms. Moderate shear and strong lift ahead the front produced scattered strong to severe thunderstorms across central and parts of north Georgia and a few isolated, brief tornadoes.","A National Weather Service survey found that an EF1 tornado with maximum wind speeds of 95 MPH and a maximum path width of 200 yards touched down in a wooded area between Rumble Road, Jenkins Road and Dames Ferry Road near the confluence of Deer Creek and Little Deer Creek. The tornado moved northeast snapping and uprooting multiples trees. The tornado crossed Dames Ferry Road southwest of the Lake Juliette dam, flipping a mobile home on its side before ending just west of Highway 23/87. [1/1/21: Tornado #4, County #1/1, EF-1, Monroe, 2021:004].",CSV
20133,154212,929081,TEXAS,2021,January,Tornado,1/6/21 18:17,500.00K,,NWS Storm Survey,,NNE,NADEAU HGTS,1,TEXAS CITY,29.3974,-94.9259,29.3933,-94.8928,"A squall line which formed along an advancing surface cold front produced strong wind gusts, severe hail, and an EF-1 Tornado in Texas City, TX which resulted in damage to homes and businesses.","NWS conducted a storm survey of storm damage in the area around the intersection of 21st street and 13th avenue north, then along a path toward the ESE ending at Anchor Park. Damage suggested a tornado on the high end of EF1 rating for the most severe damage occurred at a convenience store and the adjacent Tradewinds Apartment complex. A clear relatively narrow path was seen in the severe damage. Although most debris was pushed toward the east dirt and insulation was found splattered on all sides of many structures including the east downwind side. Damage continued intermittently along an ESE path to Rainbow Park where numerous hardwood tree trunks and large limbs were snapped off and an iron fence was pushed over. In addition a business lost most of their roof around 6th street and 11th avenue. Most of the other damage along the path was EF0 tree damage through a residential area but little or no damage to structures.",CSV
20446,154961,936510,FLORIDA,2021,January,Tornado,1/27/21 11:31,5.00K,0.00K,NWS Storm Survey,,W,FORT BRADEN,0,FORT BRADEN,30.4182,-84.5522,30.4196,-84.5381,"Strong to severe storms impacted portions of southwest Georgia and northwest Florida during the late morning and early afternoon hours.  Strong shear resulted in a tornado tracking along the south side of Tallahassee and impacting the Tallahassee airport, causing a parked plane to flip over.","A tornado initially touched down on Oscar Harvey Rd., snapping some tree tops. The tornado then did damage consistent with an EF1 rating at Blountstown Highway and Seabs Rd. Several large live oak trees were uprooted and several out buildings were destroyed. Winds peaked around 90 mph in this area. The tornado lifted over the Apalachicola National Forest just east of the property.  Damage cost was estimated.",CSV
